condition,roc_auc,eer,balanced_accuracy,macro_f1,real_fpr,fake_miss_rate,roc_auc_drop,eer_increase,balanced_accuracy_drop,fake_miss_increase
original,0.9644174538911381,0.13954116059379218,0.8695906432748538,0.7501983425631358,0.15555555555555556,0.10526315789473684,0.0,0.0,0.0,0.0
mp3_128,0.9535762483130904,0.13245614035087716,0.8675888439046333,0.7692423924449108,0.17777777777777778,0.08704453441295547,0.010841205578047686,-0.007085020242915019,0.0020017993702204917,-0.018218623481781368
mp3_64,0.9061628430049482,0.1688484030589294,0.8493927125506073,0.7436581571374449,0.2,0.10121457489878542,0.058254610886189884,0.029307242465137218,0.02019793072424647,-0.004048582995951414
