condition,roc_auc,eer,balanced_accuracy,macro_f1,real_fpr,fake_miss_rate,model
original,0.964417453891138,0.1395411605937921,0.8695906432748538,0.7501983425631358,0.1555555555555555,0.1052631578947368,RBF-SVM
mp3_128,0.9535762483130904,0.1324561403508771,0.8675888439046333,0.7692423924449108,0.1777777777777777,0.0870445344129554,RBF-SVM
mp3_64,0.9061628430049482,0.1688484030589294,0.8493927125506073,0.7436581571374449,0.2,0.1012145748987854,RBF-SVM
original,0.9772379667116509,0.10416104363472783,0.9110661268556006,0.8535212361208169,0.13333333333333333,0.044534412955465584,LogMelCNN
mp3_128,0.8954116059379218,0.18301844354475932,0.76259559154296,0.7764942835140098,0.4444444444444444,0.030364372469635626,LogMelCNN
mp3_64,0.8256410256410256,0.2891812865497076,0.7178587494376968,0.5429842913549773,0.24444444444444444,0.31983805668016196,LogMelCNN
