genre,LogisticRegression,RBF-SVM,SVM_minus_LR
Electronic,0.8815701929474384,0.9687292082501663,0.08715901530272785
Pop,0.9610687022900763,0.9801526717557252,0.01908396946564883
Rock,0.9495798319327731,0.9690876350540216,0.019507803121248557
