epoch,train_loss,validation_loss,validation_segment_eer,validation_track_eer,validation_segment_roc_auc,learning_rate
1,0.5330923186905812,1.0129961681846005,0.25286319529861967,0.22833102812355927,0.8217028836955036,0.0009896201103485576
2,0.43196925713836803,0.43619594313954346,0.1700560338936723,0.1289073305670816,0.8947546808801421,0.0009589340923802353
3,0.36488601215657473,0.26685370194831953,0.18113981139811403,0.12994467496542184,0.9075085417520842,0.0009092830723281
4,0.3176701800671616,0.4983220552038026,0.18670220035533688,0.1545412632549562,0.9052671860051933,0.0008428370380204576
5,0.264313571749395,0.2799155739929852,0.15489954899548997,0.06860304287690178,0.9286210195435288,0.0007624999999999999
6,0.24950616747313153,0.2940598087022769,0.15637556375563755,0.12402028584601196,0.9253409867432008,0.0006717830723281
7,0.19388776831544205,0.2997336699658592,0.1615552822194889,0.09423697556477639,0.9306054393877272,0.0005746510200521354
8,0.16959296430466492,0.24090486133858663,0.14935082684160172,0.08697556477639468,0.9257017903512369,0.0004753489799478647
9,0.13671210280732612,0.22997754569221662,0.17263905972393057,0.09423697556477639,0.9173377067104004,0.0003782169276719001
